TimeStamp, Electrode, BrainWave, Value
13:51:19.514822,FC5,Theta,0.29323049170306,
13:51:19.514822,FC5,Alpha,0.0840458924190778,
13:51:19.514822,FC5,Low_Beta,0.0921008019946372,
13:51:19.514822,FC5,High_Beta,0.0524966232269798,
13:51:19.514822,FC5,Gamma,0.15872445550732,
13:51:19.514822,FC6,Theta,1.88670220272203,
13:51:19.514822,FC6,Alpha,1.27808066321529,
13:51:19.514822,FC6,Low_Beta,2.86736665092971,
13:51:19.514822,FC6,High_Beta,1.66969374484332,
13:51:19.514822,FC6,Gamma,4.97329752827932,
13:51:19.514822,P7,Theta,1.05496416231674,
13:51:19.514822,P7,Alpha,0.680658615669027,
13:51:19.514822,P7,Low_Beta,1.18713007278411,
13:51:19.514822,P7,High_Beta,0.869257569311148,
13:51:19.514822,P7,Gamma,2.81621607246273,
13:51:19.514822,P8,Theta,3.26515424063215,
13:51:19.514822,P8,Alpha,1.85484635697145,
13:51:19.514822,P8,Low_Beta,3.3103557069148,
13:51:19.514822,P8,High_Beta,3.12181571005705,
13:51:19.514822,P8,Gamma,8.38357798561452,
13:51:19.514822,O1,Theta,0.880560364431048,
13:51:19.514822,O1,Alpha,0.440322620660235,
13:51:19.514822,O1,Low_Beta,0.687908372872357,
13:51:19.514822,O1,High_Beta,0.462147665830454,
13:51:19.514822,O1,Gamma,1.44614560024942,
13:51:19.514822,O2,Theta,4.85681697869582,
13:51:19.514822,O2,Alpha,3.0199698378132,
13:51:19.514822,O2,Low_Beta,4.39679344844694,
13:51:19.514822,O2,High_Beta,4.31426837530055,
13:51:19.514822,O2,Gamma,11.951588404914,
13:51:19.677256,AF3,Theta,0.234107800057608,
13:51:19.677256,AF3,Alpha,0.121780412940989,
13:51:19.677256,AF3,Low_Beta,0.134530832695114,
13:51:19.677256,AF3,High_Beta,0.0734905433964418,
13:51:19.677256,AF3,Gamma,0.149440883266557,
13:51:19.677256,AF4,Theta,1.8325044978005,
13:51:19.677256,AF4,Alpha,1.64158400765409,
13:51:19.677256,AF4,Low_Beta,3.01632510661563,
13:51:19.677256,AF4,High_Beta,1.62651459424574,
13:51:19.677256,AF4,Gamma,4.44045191650556,
13:51:19.677256,T7,Theta,1.41543751400164,
13:51:19.677256,T7,Alpha,0.855337757507171,
13:51:19.677256,T7,Low_Beta,0.993776564065139,
13:51:19.677256,T7,High_Beta,1.08597008606715,
13:51:19.677256,T7,Gamma,2.90116584361669,
13:51:19.677256,T8,Theta,6.33489530836712,
13:51:19.677256,T8,Alpha,2.95346571291494,
13:51:19.677256,T8,Low_Beta,8.58631759620926,
13:51:19.677256,T8,High_Beta,4.96704599747148,
13:51:19.677256,T8,Gamma,13.1415444774739,
13:51:19.677256,F3,Theta,6.18048599715916,
13:51:19.677256,F3,Alpha,3.92981622710795,
13:51:19.677256,F3,Low_Beta,6.5550851128023,
13:51:19.677256,F3,High_Beta,5.65017948950279,
13:51:19.677256,F3,Gamma,15.102802521769,
13:51:19.677256,F4,Theta,0.283921599442838,
13:51:19.677256,F4,Alpha,0.193503953039585,
13:51:19.677256,F4,Low_Beta,0.448043417440119,
13:51:19.677256,F4,High_Beta,0.113818716483147,
13:51:19.677256,F4,Gamma,0.275883957151635,
13:51:19.677256,F7,Theta,0.200078192185351,
13:51:19.677256,F7,Alpha,0.100384306983933,
13:51:19.677256,F7,Low_Beta,0.121764517113348,
13:51:19.677256,F7,High_Beta,0.10339784556786,
13:51:19.677256,F7,Gamma,0.306903596290805,
13:51:19.677256,F8,Theta,3.29986277404556,
13:51:19.677256,F8,Alpha,2.00204266331544,
13:51:19.677256,F8,Low_Beta,4.60444444919482,
13:51:19.677256,F8,High_Beta,3.10905134084407,
13:51:19.677256,F8,Gamma,9.95224095915476,
13:51:19.677256,FC5,Theta,0.279222127877696,
13:51:19.677256,FC5,Alpha,0.0682997614048829,
13:51:19.677256,FC5,Low_Beta,0.0903441487391035,
13:51:19.677256,FC5,High_Beta,0.0602487363280114,
13:51:19.677256,FC5,Gamma,0.151105221160707,
13:51:19.677256,FC6,Theta,1.80367545666896,
13:51:19.677256,FC6,Alpha,1.50967867977119,
13:51:19.677256,FC6,Low_Beta,2.7230773325696,
13:51:19.677256,FC6,High_Beta,1.69549452846022,
13:51:19.677256,FC6,Gamma,4.84220195360294,
13:51:19.677256,P7,Theta,1.25206843786711,
13:51:19.677256,P7,Alpha,0.708518708626958,
13:51:19.677256,P7,Low_Beta,1.10509132737014,
13:51:19.677256,P7,High_Beta,0.952029595777737,
13:51:19.677256,P7,Gamma,2.62373640037241,
13:51:19.677256,P8,Theta,3.71335109322225,
13:51:19.677256,P8,Alpha,1.88221512316885,
13:51:19.677256,P8,Low_Beta,3.91778002991413,
13:51:19.677256,P8,High_Beta,3.42532002965664,
13:51:19.677256,P8,Gamma,7.9749862580823,
13:51:19.677256,O1,Theta,1.09130591440214,
13:51:19.677256,O1,Alpha,0.500164963150306,
13:51:19.677256,O1,Low_Beta,0.671160173404978,
13:51:19.677256,O1,High_Beta,0.480087766890467,
13:51:19.677256,O1,Gamma,1.38579870451046,
13:51:19.677256,O2,Theta,5.74198913176198,
13:51:19.677256,O2,Alpha,3.26807857932483,
13:51:19.677256,O2,Low_Beta,4.78272117043641,
13:51:19.677256,O2,High_Beta,4.92001463667149,
13:51:19.677256,O2,Gamma,11.6865145632268,
13:51:19.783562,AF3,Theta,0.224736015284191,
13:51:19.783562,AF3,Alpha,0.150268261386127,
13:51:19.783562,AF3,Low_Beta,0.15078007534289,
13:51:19.783562,AF3,High_Beta,0.069435129002795,
13:51:19.783562,AF3,Gamma,0.143420330998232,
13:51:19.783562,AF4,Theta,1.71233162703655,
13:51:19.783562,AF4,Alpha,2.01738759971613,
13:51:19.783562,AF4,Low_Beta,3.24799656951078,
13:51:19.783562,AF4,High_Beta,1.59983266388231,
13:51:19.783562,AF4,Gamma,4.33659111593439,
13:51:19.783562,T7,Theta,1.65320192746125,
13:51:19.783562,T7,Alpha,0.921919588664141,
13:51:19.783562,T7,Low_Beta,0.981981835123113,
13:51:19.783562,T7,High_Beta,1.18174516531057,
13:51:19.783562,T7,Gamma,2.72544367973259,
13:51:19.783562,T8,Theta,7.9240191205453,
13:51:19.783562,T8,Alpha,3.10682437020687,
13:51:19.783562,T8,Low_Beta,10.269763642411,
13:51:19.783562,T8,High_Beta,5.41784652362807,
13:51:19.783562,T8,Gamma,12.6179766274468,
13:51:19.783562,F3,Theta,5.80819826742862,
13:51:19.783562,F3,Alpha,4.26829126697795,
13:51:19.783562,F3,Low_Beta,7.49425665014545,
13:51:19.783562,F3,High_Beta,5.95734808804096,
13:51:19.783562,F3,Gamma,14.2474559524173,
13:51:19.783562,F4,Theta,0.260529800124233,
13:51:19.783562,F4,Alpha,0.215997368836758,
13:51:19.783562,F4,Low_Beta,0.426327469308326,
13:51:19.783562,F4,High_Beta,0.113642460392773,
13:51:19.783562,F4,Gamma,0.295449852389064,
13:51:19.783562,F7,Theta,0.206656673504443,
13:51:19.783562,F7,Alpha,0.109669895160004,
13:51:19.783562,F7,Low_Beta,0.158678510023453,
13:51:19.783562,F7,High_Beta,0.118087821857765,
13:51:19.783562,F7,Gamma,0.291800044552684,
13:51:19.783562,F8,Theta,2.80553764877858,
13:51:19.783562,F8,Alpha,2.21999709357696,
13:51:19.783562,F8,Low_Beta,4.89051800503887,
13:51:19.783562,F8,High_Beta,3.09730329089121,
13:51:19.783562,F8,Gamma,9.4157907084075,
13:51:19.783562,FC5,Theta,0.256436423595975,
13:51:19.783562,FC5,Alpha,0.0697767809359503,
13:51:19.783562,FC5,Low_Beta,0.0915726949569518,
13:51:19.783562,FC5,High_Beta,0.0734105561188783,
13:51:19.783562,FC5,Gamma,0.143951020198453,
13:51:19.783562,FC6,Theta,1.82925820745814,
13:51:19.783562,FC6,Alpha,1.76366582864884,
13:51:19.783562,FC6,Low_Beta,2.70848529830513,
13:51:19.783562,FC6,High_Beta,1.83246003810337,
13:51:19.783562,FC6,Gamma,4.80681022600527,
13:51:19.783562,P7,Theta,1.47963726228954,
13:51:19.783562,P7,Alpha,0.795116945895896,
13:51:19.783562,P7,Low_Beta,1.15052980795671,
13:51:19.783562,P7,High_Beta,1.05462328276023,
13:51:19.783562,P7,Gamma,2.42521845040588,
13:51:19.783562,P8,Theta,4.27169898905445,
13:51:19.783562,P8,Alpha,2.11237327578052,
13:51:19.783562,P8,Low_Beta,4.99673752939122,
13:51:19.783562,P8,High_Beta,3.7834984797038,
13:51:19.783562,P8,Gamma,7.54901725160113,
13:51:19.783562,O1,Theta,1.29768319370847,
13:51:19.783562,O1,Alpha,0.582357893215376,
13:51:19.783562,O1,Low_Beta,0.703936889635734,
13:51:19.783562,O1,High_Beta,0.514003006048467,
13:51:19.783562,O1,Gamma,1.31792423215036,
13:51:19.783562,O2,Theta,6.91484542285894,
13:51:19.783562,O2,Alpha,3.7145816808111,
13:51:19.783562,O2,Low_Beta,5.74099710954445,
13:51:19.783562,O2,High_Beta,5.71283639933168,
13:51:19.783562,O2,Gamma,11.4317922830322,
13:51:19.924910,AF3,Theta,0.220981167437192,
13:51:19.924910,AF3,Alpha,0.178938480070627,
13:51:19.924910,AF3,Low_Beta,0.172360871209049,
13:51:19.924910,AF3,High_Beta,0.0666740097068923,
13:51:19.924910,AF3,Gamma,0.13680504305055,
13:51:19.924910,AF4,Theta,1.68660939957611,
13:51:19.924910,AF4,Alpha,2.40606732026299,
13:51:19.924910,AF4,Low_Beta,3.70442488244011,
13:51:19.924910,AF4,High_Beta,1.64369487661283,
13:51:19.924910,AF4,Gamma,4.27281325022408,
13:51:19.924910,T7,Theta,1.84178195869337,
13:51:19.924910,T7,Alpha,0.984262457971398,
13:51:19.924910,T7,Low_Beta,1.0458275418885,
13:51:19.924910,T7,High_Beta,1.26388120088697,
13:51:19.924910,T7,Gamma,2.58553761082777,
13:51:19.924910,T8,Theta,9.24926671692583,
13:51:19.924910,T8,Alpha,3.36911998216716,
13:51:19.924910,T8,Low_Beta,12.3834786326226,
13:51:19.924910,T8,High_Beta,5.80101586978817,
13:51:19.924910,T8,Gamma,12.2926558070912,
13:51:19.924910,F3,Theta,5.81751348951798,
13:51:19.924910,F3,Alpha,4.85773311399131,
13:51:19.924910,F3,Low_Beta,9.02405996060544,
13:51:19.924910,F3,High_Beta,6.31814856886213,
13:51:19.924910,F3,Gamma,13.654939647823,
13:51:19.924910,F4,Theta,0.244232330682475,
13:51:19.924910,F4,Alpha,0.234952336153647,
13:51:19.924910,F4,Low_Beta,0.388196163709059,
13:51:19.924910,F4,High_Beta,0.11770202473972,
13:51:19.924910,F4,Gamma,0.313746576665712,
13:51:19.924910,F7,Theta,0.220114372841429,
13:51:19.924910,F7,Alpha,0.123917657562035,
13:51:19.924910,F7,Low_Beta,0.200920356842357,
13:51:19.924910,F7,High_Beta,0.131686311936305,
13:51:19.924910,F7,Gamma,0.278476324400048,
13:51:19.924910,F8,Theta,2.58193395611264,
13:51:19.924910,F8,Alpha,2.51289720551295,
13:51:19.924910,F8,Low_Beta,5.51527130321232,
13:51:19.924910,F8,High_Beta,3.12856001022845,
13:51:19.924910,F8,Gamma,9.02906566913493,
13:51:19.924910,FC5,Theta,0.227874183554322,
13:51:19.924910,FC5,Alpha,0.0897481218549078,
13:51:19.924910,FC5,Low_Beta,0.0941874992716321,
13:51:19.924910,FC5,High_Beta,0.0882471046525252,
13:51:19.924910,FC5,Gamma,0.139043336358708,
13:51:19.924910,FC6,Theta,1.89710139819046,
13:51:19.924910,FC6,Alpha,1.97412000435924,
13:51:19.924910,FC6,Low_Beta,2.81589392026679,
13:51:19.924910,FC6,High_Beta,2.02697355077211,
13:51:19.924910,FC6,Gamma,4.863806174948,
13:51:19.924910,P7,Theta,1.6574709730069,
13:51:19.924910,P7,Alpha,0.899642636895906,
13:51:19.924910,P7,Low_Beta,1.27897226185617,
13:51:19.924910,P7,High_Beta,1.14177763877971,
13:51:19.924910,P7,Gamma,2.25859176592603,
13:51:19.924910,P8,Theta,4.74141513685089,
13:51:19.924910,P8,Alpha,2.4502447782257,
13:51:19.924910,P8,Low_Beta,6.28772342321013,
13:51:19.924910,P8,High_Beta,4.09120863715128,
13:51:19.924910,P8,Gamma,7.19949042524927,
13:51:19.924910,O1,Theta,1.43434347723957,
13:51:19.924910,O1,Alpha,0.650293986463846,
13:51:19.924910,O1,Low_Beta,0.767797459169258,
13:51:19.924910,O1,High_Beta,0.546907224442713,
13:51:19.924910,O1,Gamma,1.25534594632376,
13:51:19.924910,O2,Theta,8.02931175099824,
13:51:19.924910,O2,Alpha,4.19153368084178,
13:51:19.924910,O2,Low_Beta,7.0526718625468,
13:51:19.924910,O2,High_Beta,6.48174358077822,
13:51:19.924910,O2,Gamma,11.2344103674385,
13:51:20.059224,AF3,Theta,0.215271707324391,
13:51:20.059224,AF3,Alpha,0.198934989597484,
13:51:20.059224,AF3,Low_Beta,0.189137682622947,
13:51:20.059224,AF3,High_Beta,0.0632882212658162,
13:51:20.059224,AF3,Gamma,0.129631605067637,
13:51:20.059224,AF4,Theta,1.72394155327063,
13:51:20.059224,AF4,Alpha,2.7323409220126,
13:51:20.059224,AF4,Low_Beta,4.26675382167052,
13:51:20.059224,AF4,High_Beta,1.69863313470345,
13:51:20.059224,AF4,Gamma,4.21523584411237,
13:51:20.059224,T7,Theta,1.93264223902848,
13:51:20.059224,T7,Alpha,1.02158709097326,
13:51:20.059224,T7,Low_Beta,1.12466158601569,
13:51:20.059224,T7,High_Beta,1.2859788721554,
13:51:20.059224,T7,Gamma,2.47275158192609,
13:51:20.059224,T8,Theta,9.90896099248372,
13:51:20.059224,T8,Alpha,3.62360934156082,
13:51:20.059224,T8,Low_Beta,14.260462305557,
13:51:20.059224,T8,High_Beta,5.92310594678701,
13:51:20.059224,T8,Gamma,12.0992458465441,
13:51:20.059224,F3,Theta,5.99578285799894,
13:51:20.059224,F3,Alpha,5.47050986482804,
13:51:20.059224,F3,Low_Beta,10.6666938356229,
13:51:20.059224,F3,High_Beta,6.51144849791381,
13:51:20.059224,F3,Gamma,13.254949805598,
13:51:20.059224,F4,Theta,0.228722282321752,
13:51:20.059224,F4,Alpha,0.252370752757101,
13:51:20.059224,F4,Low_Beta,0.35551431531889,
13:51:20.059224,F4,High_Beta,0.124449510203214,
13:51:20.059224,F4,Gamma,0.323874601263616,
13:51:20.059224,F7,Theta,0.228139434111371,
13:51:20.059224,F7,Alpha,0.141748636780784,
13:51:20.059224,F7,Low_Beta,0.236093318413283,
13:51:20.059224,F7,High_Beta,0.138403435900776,
13:51:20.059224,F7,Gamma,0.266185436770873,
13:51:20.059224,F8,Theta,2.62030502623482,
13:51:20.059224,F8,Alpha,2.78232572297845,
13:51:20.059224,F8,Low_Beta,6.32318510479344,
13:51:20.059224,F8,High_Beta,3.14023862802337,
13:51:20.059224,F8,Gamma,8.74600605965821,
13:51:20.059224,FC5,Theta,0.200775807134389,
13:51:20.059224,FC5,Alpha,0.127839655632861,
13:51:20.059224,FC5,Low_Beta,0.0947904729928362,
13:51:20.059224,FC5,High_Beta,0.100415959615228,
13:51:20.059224,FC5,Gamma,0.137898836685014,
13:51:20.059224,FC6,Theta,1.96777781149616,
13:51:20.059224,FC6,Alpha,2.12486893768964,
13:51:20.059224,FC6,Low_Beta,3.00058071097493,
13:51:20.059224,FC6,High_Beta,2.19593749795564,
13:51:20.059224,FC6,Gamma,4.93281382263302,
13:51:20.059224,P7,Theta,1.73521792373477,
13:51:20.059224,P7,Alpha,0.989980655374377,
13:51:20.059224,P7,Low_Beta,1.40136638741071,
13:51:20.059224,P7,High_Beta,1.17491339198257,
13:51:20.059224,P7,Gamma,2.12443735268402,
13:51:20.059224,P8,Theta,4.93298060269985,
13:51:20.059224,P8,Alpha,2.76019336143144,
13:51:20.059224,P8,Low_Beta,7.37334698738063,
13:51:20.059224,P8,High_Beta,4.19379665728958,
13:51:20.059224,P8,Gamma,6.92934131329436,
13:51:20.059224,O1,Theta,1.46830409795166,
13:51:20.059224,O1,Alpha,0.684663447133401,
13:51:20.059224,O1,Low_Beta,0.827600266275688,
13:51:20.059224,O1,High_Beta,0.556356846376556,
13:51:20.059224,O1,Gamma,1.19826739991142,
13:51:20.059224,O2,Theta,8.72664589417234,
13:51:20.059224,O2,Alpha,4.61459017717827,
13:51:20.059224,O2,Low_Beta,8.24626595326942,
13:51:20.059224,O2,High_Beta,6.91648285064052,
13:51:20.059224,O2,Gamma,11.0302197552332,
13:51:20.202609,AF3,Theta,0.204947995760553,
13:51:20.202609,AF3,Alpha,0.208206012421676,
13:51:20.202609,AF3,Low_Beta,0.195295326617222,
13:51:20.202609,AF3,High_Beta,0.0582095070983507,
13:51:20.202609,AF3,Gamma,0.121151928316751,
13:51:20.202609,AF4,Theta,1.72316507553792,
13:51:20.202609,AF4,Alpha,2.92484450225783,
13:51:20.202609,AF4,Low_Beta,4.74262301773547,
13:51:20.202609,AF4,High_Beta,1.69112209996789,
13:51:20.202609,AF4,Gamma,4.07980092964635,
13:51:20.202609,T7,Theta,1.86677609946174,
13:51:20.202609,T7,Alpha,1.03867295817653,
13:51:20.202609,T7,Low_Beta,1.14379192548224,
13:51:20.202609,T7,High_Beta,1.22181204272798,
13:51:20.202609,T7,Gamma,2.33618413114359,
13:51:20.202609,T8,Theta,9.76843421542827,
13:51:20.202609,T8,Alpha,3.85097978624551,
13:51:20.202609,T8,Low_Beta,15.1748611598043,
13:51:20.202609,T8,High_Beta,5.71542483311928,
13:51:20.202609,T8,Gamma,11.7621277974287,
13:51:20.202609,F3,Theta,5.97199936076849,
13:51:20.202609,F3,Alpha,6.04530834194429,
13:51:20.202609,F3,Low_Beta,11.8224814681474,
13:51:20.202609,F3,High_Beta,6.40404215241847,
13:51:20.202609,F3,Gamma,12.7564418272959,
13:51:20.202609,F4,Theta,0.214339721768438,
13:51:20.202609,F4,Alpha,0.26920263970483,
13:51:20.202609,F4,Low_Beta,0.345656854656342,
13:51:20.202609,F4,High_Beta,0.131389306580553,
13:51:20.202609,F4,Gamma,0.320116911316991,
13:51:20.202609,F7,Theta,0.222374450745498,
13:51:20.202609,F7,Alpha,0.158593077038804,
13:51:20.202609,F7,Low_Beta,0.252862284605251,
13:51:20.202609,F7,High_Beta,0.135625493679892,
13:51:20.202609,F7,Gamma,0.250485257774209,
13:51:20.202609,F8,Theta,2.74297056310435,
13:51:20.202609,F8,Alpha,2.98786845938457,
13:51:20.202609,F8,Low_Beta,7.04480120851431,
13:51:20.202609,F8,High_Beta,3.0701828797943,
13:51:20.202609,F8,Gamma,8.39177810432249,
13:51:20.202609,FC5,Theta,0.176019427686517,
13:51:20.202609,FC5,Alpha,0.173879277677669,
13:51:20.202609,FC5,Low_Beta,0.0923891048436647,
13:51:20.202609,FC5,High_Beta,0.106143949613747,
13:51:20.202609,FC5,Gamma,0.139443821928335,
13:51:20.202609,FC6,Theta,1.95283497440901,
13:51:20.202609,FC6,Alpha,2.22940766887125,
13:51:20.202609,FC6,Low_Beta,3.17364470235826,
13:51:20.202609,FC6,High_Beta,2.24791052395717,
13:51:20.202609,FC6,Gamma,4.87829780380127,
13:51:20.202609,P7,Theta,1.67544544247412,
13:51:20.202609,P7,Alpha,1.05322655132425,
13:51:20.202609,P7,Low_Beta,1.4273647397364,
13:51:20.202609,P7,High_Beta,1.1316208034952,
13:51:20.202609,P7,Gamma,1.98330669189831,
13:51:20.202609,P8,Theta,4.7824863783879,
13:51:20.202609,P8,Alpha,2.99007628899878,
13:51:20.202609,P8,Low_Beta,7.85761040836569,
13:51:20.202609,P8,High_Beta,4.03533451583692,
13:51:20.202609,P8,Gamma,6.61953603670551,
13:51:20.202609,O1,Theta,1.3741273658063,
13:51:20.202609,O1,Alpha,0.679304364575777,
13:51:20.202609,O1,Low_Beta,0.847995547640647,
13:51:20.202609,O1,High_Beta,0.528630236887973,
13:51:20.202609,O1,Gamma,1.12757193296766,
13:51:20.202609,O2,Theta,8.86144044408002,
13:51:20.202609,O2,Alpha,4.98703650466813,
13:51:20.202609,O2,Low_Beta,8.82340326513922,
13:51:20.202609,O2,High_Beta,6.83100532686533,
13:51:20.202609,O2,Gamma,10.6196870808055,
13:51:20.339972,AF3,Theta,0.186849830598493,
13:51:20.339972,AF3,Alpha,0.200038461520493,
13:51:20.339972,AF3,Low_Beta,0.18435622887095,
13:51:20.339972,AF3,High_Beta,0.0514625140664786,
13:51:20.339972,AF3,Gamma,0.113773715635828,
13:51:20.339972,AF4,Theta,1.65748604789683,
13:51:20.339972,AF4,Alpha,2.91866825057713,
13:51:20.339972,AF4,Low_Beta,4.97136868622431,
13:51:20.339972,AF4,High_Beta,1.58401211587888,
13:51:20.339972,AF4,Gamma,3.87495335022777,
13:51:20.339972,T7,Theta,1.69616613335661,
13:51:20.339972,T7,Alpha,1.04024485246942,
13:51:20.339972,T7,Low_Beta,1.07355520355269,
13:51:20.339972,T7,High_Beta,1.07413053182316,
13:51:20.339972,T7,Gamma,2.18341368473103,
13:51:20.339972,T8,Theta,9.04872712488039,
13:51:20.339972,T8,Alpha,4.02454863181156,
13:51:20.339972,T8,Low_Beta,14.7343775515849,
13:51:20.339972,T8,High_Beta,5.17634551732708,
13:51:20.339972,T8,Gamma,11.2682384521635,
13:51:20.339972,F3,Theta,5.65086893614347,
13:51:20.339972,F3,Alpha,6.39993552704686,
13:51:20.339972,F3,Low_Beta,12.0829838186884,
13:51:20.339972,F3,High_Beta,5.92633815861254,
13:51:20.339972,F3,Gamma,12.1588445899316,
13:51:20.339972,F4,Theta,0.194486930009454,
13:51:20.339972,F4,Alpha,0.278149961714351,
13:51:20.339972,F4,Low_Beta,0.363492398216814,
13:51:20.339972,F4,High_Beta,0.135509062970067,
13:51:20.339972,F4,Gamma,0.303605113872043,
13:51:20.339972,F7,Theta,0.200221449374413,
13:51:20.339972,F7,Alpha,0.168218964469172,
13:51:20.339972,F7,Low_Beta,0.250248677396951,
13:51:20.339972,F7,High_Beta,0.124210673681899,
13:51:20.339972,F7,Gamma,0.233858502280489,
13:51:20.339972,F8,Theta,2.79620370591054,
13:51:20.339972,F8,Alpha,3.0435300758611,
13:51:20.339972,F8,Low_Beta,7.47154065200106,
13:51:20.339972,F8,High_Beta,2.89984287094973,
13:51:20.339972,F8,Gamma,7.96207738350874,
13:51:20.339972,FC5,Theta,0.159758218745215,
13:51:20.339972,FC5,Alpha,0.21863686861108,
13:51:20.339972,FC5,Low_Beta,0.0870148073424087,
13:51:20.339972,FC5,High_Beta,0.105108787245839,
13:51:20.339972,FC5,Gamma,0.142518157790133,
13:51:20.339972,FC6,Theta,1.8602154047053,
13:51:20.339972,FC6,Alpha,2.26426275471747,
13:51:20.339972,FC6,Low_Beta,3.26936099419322,
13:51:20.339972,FC6,High_Beta,2.12921142181316,
13:51:20.339972,FC6,Gamma,4.70501079238322,
13:51:20.339972,P7,Theta,1.5187832932413,
13:51:20.339972,P7,Alpha,1.08132422049927,
13:51:20.339972,P7,Low_Beta,1.32823913574852,
13:51:20.339972,P7,High_Beta,1.00832995304636,
13:51:20.339972,P7,Gamma,1.84344146919125,
13:51:20.339972,P8,Theta,4.41161957741775,
13:51:20.339972,P8,Alpha,3.09970736578473,
13:51:20.339972,P8,Low_Beta,7.54722511100659,
13:51:20.339972,P8,High_Beta,3.60413309964776,
13:51:20.339972,P8,Gamma,6.28414054179758,
13:51:20.339972,O1,Theta,1.19608769109472,
13:51:20.339972,O1,Alpha,0.643377998077112,
13:51:20.339972,O1,Low_Beta,0.812228617223414,
13:51:20.339972,O1,High_Beta,0.463471341276666,
13:51:20.339972,O1,Gamma,1.04858115308192,
13:51:20.339972,O2,Theta,8.63372148459583,
13:51:20.339972,O2,Alpha,5.29305964486913,
13:51:20.339972,O2,Low_Beta,8.50856574995587,
13:51:20.339972,O2,High_Beta,6.15747840238108,
13:51:20.339972,O2,Gamma,10.0172585325175,
13:51:20.485362,AF3,Theta,0.175177536853477,
13:51:20.485362,AF3,Alpha,0.182378529107194,
13:51:20.485362,AF3,Low_Beta,0.158966636166372,
13:51:20.485362,AF3,High_Beta,0.0454119284104515,
13:51:20.485362,AF3,Gamma,0.110266277264289,
13:51:20.485362,AF4,Theta,1.6063520088187,
13:51:20.485362,AF4,Alpha,2.78708190884724,
13:51:20.485362,AF4,Low_Beta,4.87763257268807,
13:51:20.485362,AF4,High_Beta,1.42718958508854,
13:51:20.485362,AF4,Gamma,3.65006756172916,
13:51:20.485362,T7,Theta,1.48938879861624,
13:51:20.485362,T7,Alpha,1.05651517299844,
13:51:20.485362,T7,Low_Beta,0.91716571285175,
13:51:20.485362,T7,High_Beta,0.895627017607775,
13:51:20.485362,T7,Gamma,2.04048104261102,
13:51:20.485362,T8,Theta,8.05781613162895,
13:51:20.485362,T8,Alpha,4.24554874758054,
13:51:20.485362,T8,Low_Beta,13.0009200818379,
13:51:20.485362,T8,High_Beta,4.5146664340455,
13:51:20.485362,T8,Gamma,10.7021758455253,
13:51:20.485362,F3,Theta,5.27166786717681,
13:51:20.485362,F3,Alpha,6.70386474485892,
13:51:20.485362,F3,Low_Beta,11.3560731459751,
13:51:20.485362,F3,High_Beta,5.26572446715209,
13:51:20.485362,F3,Gamma,11.5756754005532,
13:51:20.485362,F4,Theta,0.179563533754545,
13:51:20.485362,F4,Alpha,0.284433691169658,
13:51:20.485362,F4,Low_Beta,0.397793979659317,
13:51:20.485362,F4,High_Beta,0.136992706401003,
13:51:20.485362,F4,Gamma,0.279548946067572,
13:51:20.485362,F7,Theta,0.175523473817498,
13:51:20.485362,F7,Alpha,0.173679137432883,
13:51:20.485362,F7,Low_Beta,0.227611075797904,
13:51:20.485362,F7,High_Beta,0.109087594555262,
13:51:20.485362,F7,Gamma,0.220383472668115,
13:51:20.485362,F8,Theta,2.89032634449861,
13:51:20.485362,F8,Alpha,3.05159552912056,
13:51:20.485362,F8,Low_Beta,7.46927767608898,
13:51:20.485362,F8,High_Beta,2.71416835065834,
13:51:20.485362,F8,Gamma,7.53244857405745,
13:51:20.485362,FC5,Theta,0.167422692055376,
13:51:20.485362,FC5,Alpha,0.257599388360954,
13:51:20.485362,FC5,Low_Beta,0.0688566518426137,
13:51:20.485362,FC5,High_Beta,0.0966184152424773,
13:51:20.485362,FC5,Gamma,0.151842423062846,
13:51:20.485362,FC6,Theta,1.66100094773768,
13:51:20.485362,FC6,Alpha,2.30370116405668,
13:51:20.485362,FC6,Low_Beta,3.13930708807097,
13:51:20.485362,FC6,High_Beta,1.64058767234986,
13:51:20.485362,FC6,Gamma,4.27950848494983,
13:51:20.485362,P7,Theta,1.15191143038802,
13:51:20.485362,P7,Alpha,1.09207346103494,
13:51:20.485362,P7,Low_Beta,0.853717711380006,
13:51:20.485362,P7,High_Beta,0.683575325131923,
13:51:20.485362,P7,Gamma,1.65552460716209,
13:51:20.485362,P8,Theta,3.77467097016639,
13:51:20.485362,P8,Alpha,3.314265551736,
13:51:20.485362,P8,Low_Beta,5.13444794079203,
13:51:20.485362,P8,High_Beta,2.44004697033983,
13:51:20.485362,P8,Gamma,5.74835660958263,
13:51:20.485362,O1,Theta,0.780381799360174,
13:51:20.485362,O1,Alpha,0.569278689305794,
13:51:20.485362,O1,Low_Beta,0.607365589267153,
13:51:20.485362,O1,High_Beta,0.302544716489975,
13:51:20.485362,O1,Gamma,0.923565834037512,
13:51:20.485362,O2,Theta,8.10026614081046,
13:51:20.485362,O2,Alpha,6.05131770831807,
13:51:20.485362,O2,Low_Beta,5.73987847703066,
13:51:20.485362,O2,High_Beta,3.94226693389818,
13:51:20.485362,O2,Gamma,8.76640184656016,
13:51:20.624841,AF3,Theta,0.174486718375994,
13:51:20.624841,AF3,Alpha,0.15906112672688,
13:51:20.624841,AF3,Low_Beta,0.125194294218036,
